header,date,link,brief,tags
Путин предсказал рост потребность экономики в кадрах к 2029 году ,18:46 06.02.2025,https://ria.ru/20250206/putin-1997818707.html,Путин: общая потребность экономики в кадрах вырастет к 2029 году,"Владимир Путин,Россия,Экономика,Общество"
Венгерская компания может стать посредником при закупке газа в ПМР ,18:32 06.02.2025,https://ria.ru/20250206/pmr-1997814539.html,Венгерская компания может стать посредником при закупке газа в Приднестровье,"Венгрия,Тирасполь,Россия,Экономика,Молдавия,Приднестровская Молдавская Республика,Виталий Игнатьев,Дорин Речан,Вадим Красносельский,Газпром,Молдовагаз,Министерство энергетики РФ (Минэнерго России),транзит газа через Украину"
Россия создаст фонд поддержки малого и среднего бизнеса Абхазии ,18:25 06.02.2025,https://ria.ru/20250206/rossija-1997812815.html,Новак: Россия создаст фонд поддержки малого и среднего бизнеса Абхазии,"Экономика,Абхазия,Россия,Александр Новак"
Новак прокомментировал инвестсоглашение с Абхазией ,18:23 06.02.2025,https://ria.ru/20250206/rossija-1997812536.html,"Новак: РФ согласна, что инвестсоглашение не будет реализовано в прежнем виде","Экономика,Абхазия,Россия,Александр Новак"
Новак: Россия готова обеспечить Абхазии полные поставки электроэнергии ,18:19 06.02.2025,https://ria.ru/20250206/rossija-1997811777.html,Новак: Россия готова исключить веерные отключения электричества в Абхазии,"Экономика,Россия,Абхазия,Александр Новак"
Путин призвал скорректировать прогноз потребности в кадрах ,17:57 06.02.2025,https://ria.ru/20250206/kadry-1997803807.html,Путин призвал связать прогноз по кадрам с задачами технологического лидерства,"Экономика,Россия,Владимир Путин"
Госдолг Украины приблизился к почти 90 процентам от ожидаемого ВВП ,17:57 06.02.2025,https://ria.ru/20250206/ukraina-1997803446.html,"Минфин Украины: госдолг достигает 87,9 процента от ожидаемого ВВП в 2024 году","Экономика,Украина,В мире,Министерство финансов Украины"
Патрушев призвал упреждать аварии на российских судах ,17:27 06.02.2025,https://ria.ru/20250206/suda-1997794398.html,Патрушев призвал упреждать аварии на российских судах на уровне проектирования,"Технологии,Россия,Нижний Новгород,Николай Патрушев,Владимир Путин,Экономика"
"Каталог услуг на платформе ""Мой экспорт"" заменен на Единый каталог услуг ",17:24 06.02.2025,https://ria.ru/20250206/eksport-1997792920.html,"РЭЦ: каталог услуг на платформе ""Мой экспорт"" заменен на Единый каталог услуг","Экономика,Россия,Российский экспортный центр (РЭЦ),Экспорт"
Патрушев рассказал о мерах по обеспечению безопасности судоходства ,17:23 06.02.2025,https://ria.ru/20250206/patrushev-1997792672.html,Патрушев призвал провести ремонт объектов инфраструктуры внутренних водных путей,"Россия,Нижний Новгород,Юго-Восточная Азия,Николай Патрушев,Экономика,Владимир Путин"
Большинство канадцев поддержало введение пошлин в ответ на действия Трампа ,17:01 06.02.2025,https://ria.ru/20250206/opros-1997785591.html,Nanos Research Group: более 80% канадцев поддерживают введение пошлин на нефть,"Экономика,Цены на нефть,США,Канада,Мексика,Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
Путин обсудил с учеными потенциал разведения крупного рогатого скота ,16:49 06.02.2025,https://ria.ru/20250206/putin-1997781437.html,Путин отметил значение разведения молодых бычков для продовольственной сферы,"Экономика,Россия,Германия,Дания,Владимир Путин"
Путин пообещал посетить Обуховский завод ,16:39 06.02.2025,https://ria.ru/20250206/putin-1997777991.html,"Путин заявил о контакте с главой ""Алмаз-Антея"", посетит Обуховский завод","Россия,Владимир Путин,Ян Новиков,Концерн ПВО ""Алмаз-Антей"",Экономика,Оборонно-промышленный комплекс России (ОПК)"
Правительство подготовило поправки в закон об увеличении военных пенсий ,15:48 06.02.2025,https://ria.ru/20250206/pravitelstvo-1997765514.html,"Мишустин: средства на индексацию военных пенсий на 4,4 процента предусмотрены","Экономика,Россия,Михаил Мишустин"
"В ""Руспродсоюзе"" назвали условие снижения цены на сливочное масло и яйца ",13:38 06.02.2025,https://ria.ru/20250206/rusprodsojuz-1997723429.html,"""Руспродсоюз"": цена на яйца снизится, если не увеличится розничная наценка","Экономика,Россия,Руспродсоюз,Федеральная служба государственной статистики (Росстат)"
РЭЦ приглашает на многоотраслевую деловую миссию в Египет ,12:47 06.02.2025,https://ria.ru/20250206/rets-1997709269.html,РЭЦ объявил о проведении многоотраслевой деловой миссии в Каире 28 и 29 мая,"Экономика,Каир (город),Россия,Российский экспортный центр (РЭЦ),ВЭБ.РФ (ВЭБ)"
НОВИКОМ опубликовал бухгалтерскую отчетность за 2024 год ,12:43 06.02.2025,https://ria.ru/20250206/novikom-1997708152.html,"Активы НОВИКОМа выросли на 13,3% в 2024 году ","Новикомбанк,Ростех,Экономика"
"Датская Carlsberg продала долю в ""Балтике"" ",12:34 06.02.2025,https://ria.ru/20250206/carlsberg-1997705276.html,"Датская Carlsberg продала долю в ""Балтике"" за 34 миллиарда рублей","Экономика,Россия,Казахстан,Узбекистан,Владимир Путин,Таймураз Боллоев,Вадим Яковенко,Федеральное агентство по управлению государственным имуществом (Росимущество),Carlsberg"
Китай обвинил США в напряженности в мировой торговле ,12:04 06.02.2025,https://ria.ru/20250206/kitaj-1997693109.html,Хэ Юнцянь:  введение США пошлин усугубляет напряженность в мировой торговле,"Экономика,Цены на нефть,США,Китай,Канада,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт,В мире"
"""Газпром"" начал поставлять Словакии газ по ""Турецкому потоку"" ",11:56 06.02.2025,https://ria.ru/20250206/spp-1997690088.html,"""Газпром"" начал поставлять газ для SPP по ""Турецкому потоку"" с февраля","Экономика,Газпром,Турецкий поток,Словакия"
В Минкоммерции Китая заявили о нежелании инициировать торговых споров ,11:53 06.02.2025,https://ria.ru/20250206/kitaj-1997689511.html,Хэ Юнцянь: Китай будет защищать собственные законные интересы,"Экономика,Цены на нефть,Китай,США,Канада,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт,В мире"
СМИ: некоторые страны могут объявить бойкот брендам США из-за Трампа ,11:50 06.02.2025,https://ria.ru/20250206/politika-1997689061.html,FT: некоторые страны могут бойкотировать бренды CIF из-за политики Трампа,"Экономика,США,Мексика,Канада,Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
МИД Финляндии разрешил продажу принадлежащей россиянам арены ,11:27 06.02.2025,https://ria.ru/20250206/arena-1997682270.html,МИД Финляндии разрешил продажу принадлежащей россиянам арены Helsinki Hall,"Экономика,Финляндия,Россия,Роман Ротенберг,Геннадий Тимченко,Евросоюз"
ФАС взыскала почти 10 миллиардов рублей штрафов в 2024 году ,10:06 06.02.2025,https://ria.ru/20250206/fas-1997663570.html,"ФАС в 2024 году взыскала штрафов на общую сумму 9,9 миллиарда рублей","Экономика,Россия,Федеральная антимонопольная служба (ФАС России)"
В Комсомольске-на-Амуре построят комплекс для сбора двигателей SJ-100 ,08:59 06.02.2025,https://ria.ru/20250206/samolety-1997651947.html,Демешин: в Комсомольске-на-Амуре построят комплекс для сбора двигателей SJ-100,"Хабаровский край,Экономика,Комсомольск-на-Амуре,Москва,Дмитрий Демешин,Вадим Бадеха,Объединенная авиастроительная корпорация (ОАК),Гражданские самолеты Сухого,SJ-100,Sukhoi Superjet 100 (SSJ100),МС-21"
Китай в 2024 году сильнее всех нарастил импорт российского мороженого ,03:09 06.02.2025,https://ria.ru/20250206/morozhenoe-1997634255.html,"Китай в 2024 году в 1,4 раза нарастил импорт российского мороженого","Экономика,Китай,Россия,Казахстан"
Счетная палата оценила эффективность внедрения системы управления рисками ,00:46 06.02.2025,https://ria.ru/20250206/palata-1997625260.html,Счетная палата: система управления рисками не полностью внедрена в работу,"Экономика,Россия,Александр Вдовин,Министерство экономического развития РФ (Минэкономразвития России)"
"Страны БРИКС могут пытаться уйти от доллара, заявил глава Минфина США ",00:29 06.02.2025,https://ria.ru/20250206/ssha-1997624144.html,"Глава Минфина США Бессент уверен, что доллар сохранит статус резервной валюты","Экономика,США,БРИКС"
Силуанов встретился с кандидатом в президенты Абхазии ,23:34 05.02.2025,https://ria.ru/20250205/abkhaziya-1997621172.html,Силуанов обсудил финансовую помощь Абхазии с кандидатом в президенты Гунбой,"Абхазия,Россия,Антон Силуанов,Экономика,В мире,Министерство финансов РФ (Минфин России)"
Рубль на Мосбирже усилил рост против юаня ,19:07 05.02.2025,https://ria.ru/20250205/rubl-1997598744.html,"Рубль на Мосбирже усилил рост против юаня, обновив максимум с сентября 2024 года","Ситуация с курсами валют и ценами на нефть,Экономика,Россия,Московская биржа,Министерство финансов РФ (Минфин России),Дмитрий Бабин,Наталья Мильчакова,БКС Мир инвестиций"
"СМИ: ""Северный поток — 2"" хотят использовать для поставок водорода в ФРГ ",18:42 05.02.2025,https://ria.ru/20250205/potok-1997592890.html,"Handelsblatt: ""Северный поток — 2"" может наладить импорт водорода в Германию","Экономика,Германия,Балтийское море,Финляндия,Дмитрий Песков,Uniper,Генеральная прокуратура РФ,Северный поток — 2,Северный поток"
"ЦБ не будет повышать ключевую ставку, заявил Аксаков ",17:04 05.02.2025,https://ria.ru/20250205/tsb-1997560378.html,Аксаков: ЦБ не будет повышать ключевую ставку на заседании совета директоров,"Экономика,Центральный Банк РФ (ЦБ РФ),Россия,Анатолий Аксаков,Госдума РФ"
Россия и Индонезия обсудили сотрудничество в сфере ПВО ,16:42 05.02.2025,https://ria.ru/20250205/indoneziya-1997553647.html,Посол Толченов обсудил с начштаба ВВС Индонезии сотрудничество в сфере ПВО,"Индонезия,Россия,В мире,ПВО,Экономика,Оборонно-промышленный комплекс России (ОПК)"
Американский экс-чиновник признал неспособность пошлин навредить России ,16:30 05.02.2025,https://ria.ru/20250205/ssha-1997550666.html,Экс-чиновник из офиса Байдена признал слабость потенциальных пошлин для России,"В мире,США,Джо Байден,Дональд Трамп,Россия,Санкции в отношении России,Экономика"
"В Россию из Абхазии в феврале ввезли 2,7 тонны мимозы ",15:33 05.02.2025,https://ria.ru/20250205/abkhaziya-1997536514.html,"В Россию из Абхазии в первых числах февраля ввезли 2,7 тонны мимозы","Россия,Абхазия,Экономика"
Патрушев рассказал о росте товарооборота сельхозпродукции с Белоруссией ,14:26 05.02.2025,https://ria.ru/20250205/patrushev-1997514853.html,Патрушев рассказал о росте товарооборота с Белоруссией аграрной сфере на 15%,"Парламентское Собрание Союза Беларуси и России,Россия,Белоруссия,Экономика,Дмитрий Патрушев,СНГ,В мире"
"Права иностранных владельцев группы ""Русский Стандарт"" могут приостановить ",13:26 05.02.2025,https://ria.ru/20250205/minfin-1997494344.html,"Минфин попросил приостановить права иностранных владельцев ""Русского Стандарта""","Экономика,Московская область (Подмосковье),Кипр,США,Министерство финансов РФ (Минфин России)"
Euroclear заявил о падении доходов от замороженных российских активов ,12:14 05.02.2025,https://ria.ru/20250205/aktivy-1997472252.html,Euroclear: доходы от замороженных в ЕС российских активов упали в 2024 году,"Экономика,Россия,Украина,Европа,Урсула фон дер Ляйен,Сергей Лавров,Евросоюз,Euroclear,Еврокомиссия"
Россияне вошли в пятерку крупнейших любителей золота в мире ,11:04 05.02.2025,https://ria.ru/20250205/zoloto-1997457615.html,Россияне впервые вошли в пятерку крупнейших любителей золота в мире,"Экономика,Россия,Таиланд,Общество"
Ефимов: в Люблине в рамках МаИП появится производственный комплекс ,10:14 05.02.2025,https://ria.ru/20250205/moskva-1997408170.html,Ефимов: в Люблине при поддержке города построят производственный комплекс,"Максим Гаман,Сергей Собянин,Владимир Ефимов (Правительство Москвы),Москва,Экономика,Градостроительный комплекс Москвы"
Nissan прекратил переговоры по слиянию с Honda ,09:58 05.02.2025,https://ria.ru/20250205/nissan-1997443184.html,Nissan решил прекратить переговоры по слиянию с Honda,"Экономика,Авто,Mitsubishi Motors,Volkswagen Group,Toyota Corolla,Volkswagen Touareg"
В России начинается проверка танкерного флота ,09:09 05.02.2025,https://ria.ru/20250205/tanker-1997435393.html,Минтранс сообщил о начале проверки танкерного флота после поручения Путина,"Россия,Экономика,Министерство транспорта РФ (Минтранс России),Федеральная служба по надзору в сфере транспорта (Ространснадзор),Виталий Савельев,Владимир Путин,Черное море,Крушение двух танкеров в Керченском проливе,Севастополь"
Названы самые популярные у россиян марки легковых авто в январе ,09:07 05.02.2025,https://ria.ru/20250205/avto-1997435034.html,"""Автостат"": Lada, Haval и Chery стали лидерами продаж в РФ в январе","Экономика,Авто,Россия,Автостат,Lada Vesta"
"В России улучшили технологию создания ламп, светодиодов и красок ",09:00 05.02.2025,https://ri.ria.ru/20250205/nauka-1997139228.html,None,"Наука,Университетская наука,Технологии,Россия,Томский государственный архитектурно-строительный университет (ТГАСУ),Российские инновации,Технологическое лидерство,Экономика,Наука"
Эксперт оценил контрмеры Китая против США ,08:38 05.02.2025,https://ria.ru/20250205/ekspert-1997431811.html,Бай Мин: контрмеры Китая против США точно поражают ключевые сферы США,"Экономика,Китай,США,Пекин,Дональд Трамп,Всемирная торговая организация (ВТО),Google,Введение Трампом пошлин на импорт,В мире"
Китай будет сотрудничать с членами ВТО для противостояния политике США ,08:10 05.02.2025,https://ria.ru/20250205/kitaj-1997429419.html,"Китай будет сотрудничать с членами ВТО, чтобы противостоять протекционизму США","Экономика,Цены на нефть,Китай,США,Канада,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт,В мире"
Российские банки купаются в золоте ,08:00 05.02.2025,https://ria.ru/20250205/banki-1997131186.html,None,"Аналитика,Центральный Банк РФ (ЦБ РФ),Экономика,Россия,Бизнес"
"Экономист рассказал, что произойдет с ценами на кофе ",05:02 05.02.2025,https://ria.ru/20250205/ekspert-1997419385.html,Экономист Иванов: цены на арабику останутся высокими еще ближайшие два-три года,"Экономика,Вьетнам,Африка,Азия,РЭУ имени Г. В. Плеханова"
Названы последствия торговой войны США и Китая для России ,01:50 05.02.2025,https://ria.ru/20250205/voyna-1997408651.html,Сенатор Совфеда Денисов: торговая война США и КНР не выгодна для РФ,"Экономика,Китай,США,Совет Федерации РФ,Андрей Денисов,Введение Трампом пошлин на импорт"
ЦБ: рост ВВП в 2024 году сложится ближе к верхней границе прогноза ,19:51 04.02.2025,https://ria.ru/20250204/tsb-1997385906.html,"ЦБ: рост ВВП в 2024 году приблизился к верхней границе прогноза в 3,5-4 процента","Россия,Центральный Банк РФ (ЦБ РФ),Экономика,ВВП"
Со спецсчетов иноагентов могут начать списывать средства за обслуживание ,18:09 04.02.2025,https://ria.ru/20250204/proekt-1997369167.html,Правительство подготовило проект о списаниях за обслуживание счетов иноагентов,"Россия,Правительство РФ,Общество,Экономика"
Эксперты оценили последствия новых пошлин США против Китая ,16:34 04.02.2025,https://ria.ru/20250204/poshliny-1997345344.html,"Пошлины навредят больше потребителям в США, чем электронной торговле с КНР","Экономика,США,Китай,Канада,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт,В мире"
Где лучше всего хранить деньги: советы экспертов ,16:28 04.02.2025,https://ria.ru/20250204/dengi-1779669797.html,None,"Деньги,Наличные деньги,Акции,Облигации,Экономика,Ипотека,Московская биржа,Россия,Москва,Общество,ПИФы,Недвижимость"
Всероссийская конференция инфраструктуры поддержки экспорта начала работу ,15:26 04.02.2025,https://ria.ru/20250204/eksport-1997328907.html,В Перми открылась всероссийская конференция инфраструктуры поддержки экспорта ,"Экономика,Пермский край,Пермь,Россия,Дмитрий Махонин,Российский экспортный центр (РЭЦ),Экспорт,Конференция"
"Торговая война в мире будет нарастать, заявил Эрдоган ",14:59 04.02.2025,https://ria.ru/20250204/erdogan-1997322517.html,Эрдоган: Турция просчитывает риски из-за нарастания борьбы в торговой войне,"Турция,США,Канада,Дональд Трамп,Реджеп Тайип Эрдоган,Экономика"
Сербская NIS запросила у США отсрочку санкций ,14:26 04.02.2025,https://ria.ru/20250204/serbiya-1997313849.html,Российско-сербская NIS запросила у США отсрочку санкций на 90 дней,"В мире,Сербия,Нефтяная индустрия Сербии,Экономика,Энергетика,Газпром,Александр Вучич,США,Россия"
Глава ЕК призвала креативно использовать замороженные российские активы ,14:15 04.02.2025,https://ria.ru/20250204/aktivy-1997311709.html,Фон дер Ляйен призвала креативно использовать замороженные активы РФ для Киева,"Специальная военная операция на Украине,Россия,Украина,Брюссель,Урсула фон дер Ляйен,Сергей Лавров,Евросоюз,Еврокомиссия,G7,Санкции в отношении России,Замороженные российские активы,Экономика"
"Эксперт рассказала, какие месторождения на Украине интересуют США ",13:47 04.02.2025,https://ria.ru/20250204/ekspert-1997305609.html,Доцент Давыдова: украинские литий и титан представляют большой интерес для США,"Украина,США,Россия,Дональд Трамп,Владимир Зеленский,Мария Захарова,НАТО,Экономика,РЭУ имени Г. В. Плеханова,Дмитрий Песков"
"OMV заявила, что выиграла спор с ""Газпром экспортом"" в Стокгольме ",13:09 04.02.2025,https://ria.ru/20250204/gazprom-1997297153.html,None,"Экономика,Австрия,Стокгольм (город),Германия,OMV,Газпром,Стокгольмский арбитраж,Северный поток"
В Госдуме предложили ввести пошлины на  переводы мигрантов ,11:34 04.02.2025,https://ria.ru/20250204/migranty-1997264246.html,Миронов предложил ввести госпошлины на денежные переводы мигрантов,"Киргизия,Узбекистан,Россия,Сергей Миронов,Госдума РФ,Экономика"
Китай назвал ответные меры на пошлины США справедливыми ,11:01 04.02.2025,https://ria.ru/20250204/kitaj-1997259144.html,Посольство КНР в Вашингтоне назвало ответ Китая на пошлины США обоснованным,"Экономика,Китай,США,Канада,Дональд Трамп,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
В Минтрансе рассказали об экологичности транспорта ,10:04 04.02.2025,https://ria.ru/20250204/kompleks-1997244775.html,Минтранс: транспорт в России с каждым годом становится все более экологичным,"Экономика,Россия,Москва,Санкт-Петербург,РЖД,S7 Airlines,Домодедово (аэропорт),Lada Vesta"
"Американцы посчитали, что цены в США вырастут из-за Трампа ",09:59 04.02.2025,https://ria.ru/20250204/ssha-1997243861.html,"YouGov: американцы считают, что цены на товары в США вырастут из-за пошлин ","Экономика,Цены на нефть,США,Канада,Мексика,Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
Маск рассказал о ненадлежащих тратах из бюджета США ,09:49 04.02.2025,https://ria.ru/20250204/ssha-1997241424.html,Маск: более 700 миллиардов долларов из бюджета США ушло на ненадлежащие платежи,"Экономика,США,Илон Маск,Скотт Бессент,В мире"
Китай внес две американские компании в список ненадежных организаций ,09:46 04.02.2025,https://ria.ru/20250204/kitaj-1997240644.html,None,"Экономика,Китай,В мире"
Китай начал антимонопольное расследование в отношении Google ,09:18 04.02.2025,https://ria.ru/20250204/kitaj-1997235351.html,None,"Экономика,Китай,Google,В мире"
Китай подал жалобу на налоговые меры США в ВТО ,09:07 04.02.2025,https://ria.ru/20250204/vto-1997233592.html,Китай подал жалобу на налоговые меры США в механизм разрешения споров ВТО,"Экономика,Китай,США,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
Касаткин рассказал об экономическом взаимодействии Латвии с Россией ,08:44 04.02.2025,https://ria.ru/20250204/latvija-1997230584.html,Касаткин: Латвия продолжает экономическое взаимодействие с Россией,"Экономика,Латвия,Россия,Москва,Евросоюз"
Китай ввел ответные меры на американские пошлины ,08:22 04.02.2025,https://ria.ru/20250204/poshlina-1997228892.html,"Китай с 10 февраля вводит пошлины на нефть, уголь, СПГ и сельхозтехнику из США","Экономика,Китай,США,Введение Трампом пошлин на импорт"
Китайские производители планируют обойти пошлины США ,08:17 04.02.2025,https://ria.ru/20250204/proizvoditeli-1997227980.html,Financial Times: китайские производители планируют обойти пошлины США,"Экономика,США,Канада,Мексика,Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
Российский дипломат назвал причину застоя в латвийской экономике ,08:05 04.02.2025,https://ria.ru/20250204/latviya-1997226676.html,Дипломат Касаткин назвал застой в экономике Латвии следствием санкций против РФ,"Экономика,Латвия,Рига,Россия,Всемирный банк,Евросоюз,Санкции в отношении России,Реакция на санкции"
Тарифы Трампа обойдутся американцам в 964 доллара в год ,03:44 04.02.2025,https://ria.ru/20250204/poshliny-1997216279.html,Тарифы Трампа против импорта из Канады и Китая обойдутся в 964 доллара в год,"Экономика,США,Канада,Китай,Дональд Трамп,Введение Трампом пошлин на импорт"
Минтранс рассказал о положительном эффекте ВСМ между Москвой и Петербургом ,01:36 04.02.2025,https://ria.ru/20250204/mintrans-1997209219.html,Минтранс: ВСМ между Москвой и Петербургом сократит выбросы парниковых газов,"Москва,Санкт-Петербург,Россия,Экономика,ВСМ"
США приостановили введение пошлин на мексиканские товары ,18:40 03.02.2025,https://ria.ru/20250203/poshliny-1997169423.html,США приостановили на месяц введение пошлин на мексиканские товары,"Мексика,США,Экономика,Дональд Трамп,Клаудия Шейнбаум,Канада,Введение Трампом пошлин на импорт,Марко Рубио"
Курс юаня вырос на 14 копеек ,18:34 03.02.2025,https://ria.ru/20250203/yuan-1997168679.html,"Официальный курс юаня на вторник вырос до 13,40 рубля, доллара - до 102,49 рубля","Экономика,Россия,США,Московская биржа"
WSJ назвала введение Трампом пошлин глупейшей торговой войной в истории ,18:29 03.02.2025,https://ria.ru/20250203/wsj-1997167842.html,WSJ: пошлины на импорт из Канады и Мексики приведут к серьезным последствиям,"Экономика,США,Канада,Мексика,Джастин Трюдо,Введение Трампом пошлин на импорт"
Эксперт назвал введение Трампом пошлин против Китая диалогом с позиции силы ,17:13 03.02.2025,https://ria.ru/20250203/poshliny-1997145837.html,Аналитик Суслов назвал пошлины против КНР приглашением к диалогу с позиции силы,"Экономика,Китай,США,Канада,Дональд Трамп,Высшая школа экономики (ВШЭ),Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт"
"ОПЕК+ заменила данные минэнерго США на Kpler, OilX и ESAI ",17:01 03.02.2025,https://ria.ru/20250203/opek-1997142029.html,ОПЕК+ заменил в списке вторичных источников данных данные минэнерго США и Rystad,"Экономика,Цены на нефть,США,ОПЕК,Kpler"
Глава ПМР заявил о необходимости контракта для поставки газа в страну ,16:45 03.02.2025,https://ria.ru/20250203/ria-1997136134.html,Красносельский: нужен полноценный контракт по доставке газа в Приднестровье,"В мире,транзит газа через Украину,Газпром,Евросоюз,Вадим Красносельский,Кишинев,Россия,Молдавия,Экономика,ЖКХ"
Турецкая лира обновила исторический минимум ,16:39 03.02.2025,https://ria.ru/20250203/turtsiya-1997130686.html,Турецкая лира упала до исторического минимума ниже 36 за доллар,"Экономика,Турция,Динамика курсов валют"
В США начали искать замену нефти из Канады и Мексики ,16:38 03.02.2025,https://ria.ru/20250203/ssha-1997134116.html,Bloomberg: американские НПЗ начали искать замену нефти из Канады и Мексики,"Экономика,Цены на нефть,Канада,Мексика,США,Дональд Трамп,Введение Трампом пошлин на импорт,В мире"
Мантуров предложил запретить приобретать иностранное оборудование ,16:35 03.02.2025,https://ria.ru/20250203/manturov-1997133221.html,"Мантуров призвал не закупать зарубежное оборудование, если есть российское","Денис Мантуров,Экономика,Россия,Технологии,Антон Алиханов,Министерство промышленности и торговли РФ (Минпромторг России),Корпорация МСП"
Мониторинговый комитет ОПЕК+ начал заседание ,16:17 03.02.2025,https://ria.ru/20250203/opek-1997126749.html,Министерский мониторинговый комитет ОПЕК+ начал заседание,"Экономика,Казахстан,ОПЕК,Россия,США"
Китайская компания создаст в Казахстане производство роботов ,16:13 03.02.2025,https://ria.ru/20250203/agibot-1997125215.html,Китайская компания AgiBot создаст в Казахстане производство по выпуску роботов,"Экономика,Технологии,Казахстан,В мире"
АдГ намерена развивать сотрудничество с ЕАЭС ,15:36 03.02.2025,https://ria.ru/20250203/germaniya-1997115496.html,АдГ включила в программу развитие экономического сотрудничества с ЕАЭС,"В мире,Германия,Евразийский экономический союз,Альтернатива для Германии (партия),Экономика"
"АдГ включила в предвыборную программу восстановление ""Северных потоков"" ",15:04 03.02.2025,https://ria.ru/20250203/germaniya-1997107642.html,"АдГ включила в программу отмену санкций и восстановление ""Северных потоков""","Россия,Альтернатива для Германии (партия),Германия,В мире,Северный поток — 2,Северный поток,Экономика,Энергетика"
"Китайские интернет-магазины пострадают из-за новых пошлин США, пишут СМИ ",14:30 03.02.2025,https://ria.ru/20250203/ssha-1997077074.html,“Ицай”: китайские интернет-магазины пострадают из-за введенных Трампом пошлин,"В мире,США,Экономика,Китай,Технологии,Канада,Всемирная торговая организация (ВТО),Введение Трампом пошлин на импорт,Дональд Трамп"
Гендиректор ВТО заявила о необходимости пересмотра некоторых соглашений ,14:25 03.02.2025,https://ria.ru/20250203/gendirektor-1997074298.html,Глава ВТО Оконджо-Ивеала: некоторые соглашения ВТО должны быть пересмотрены,"Экономика,Цены на нефть,Китай,США,Нгози Оконджо-Ивеала,Всемирная торговая организация (ВТО),В мире"
Каллас прокомментировала введение Трампом дополнительных пошлин ,14:04 03.02.2025,https://ria.ru/20250203/es-1997054894.html,"Каллас: если ЕС и США начнут торговую войну, то смеяться будет Китай","Экономика,Цены на нефть,США,Китай,Америка,Дональд Трамп,Кайя Каллас,Евросоюз,Введение Трампом пошлин на импорт,В мире"
ВТО поддержала сотрудничество с США для улучшения международной торговли ,14:02 03.02.2025,https://ria.ru/20250203/vto-1997053581.html,ВТО готова сотрудничать с США для улучшения международной торговой системы,"Экономика,Цены на нефть,США,Канада,Мексика,Нгози Оконджо-Ивеала,Дональд Трамп,Всемирная торговая организация (ВТО),В мире"
"""Приоритет 2030"" перезапускают в масштабах РФ с фокусом на техлидерство  ",14:01 03.02.2025,https://ria.ru/20250203/prioritet-1996993540.html,"Минобрнауки перезапускает программу ""Приоритет-2030""","Образование - Общество,Россия,Газпромбанк,Национальный исследовательский ядерный университет ""МИФИ"",Валерий Фальков,Оксана Лут,Антон Алиханов,Московский физико-технический институт,Экономика"
Премьер Норвегии раскритиковал намерение Трампа ввести пошлины против ЕС ,13:48 03.02.2025,https://ria.ru/20250203/premer-1997045091.html,Премьер Норвегии Стёре раскритиковал намерение Трампа ввести пошлины против ЕС,"Экономика,Цены на нефть,США,Канада,Мексика,Дональд Трамп,Роберта Метсола,Джо Байден,Евросоюз,Европарламент,Введение Трампом пошлин на импорт,В мире"
Маск оценил возможность сокращения дефицита бюджета США ,13:24 03.02.2025,https://ria.ru/20250203/ssha-1997038934.html,Маск: США способны к 2026 году сократить дефицит бюджета на триллион долларов,"Экономика,США,Илон Маск,Дональд Трамп,Скотт Бессент"
СМИ: новые пошлины Трампа могут привести к резкому удорожанию товаров ,13:01 03.02.2025,https://ria.ru/20250203/poshliny-1997033404.html,NYT: новые пошлины Трампа могут привести к резкому удорожанию ряда товаров,"Экономика,Авто,Канада,Мексика,США,Дональд Трамп,General Motors,Введение Трампом пошлин на импорт,В мире"
Ликсутов: более чем на 20% вырос столичный экспорт промпродукции в Африку ,13:00 03.02.2025,https://ria.ru/20250203/liksutov-1997028363.html,"Ликсутов: московский экспорт промпродукции в Африку вырос на 20,8 процента ","Департамент инвестиционной и промышленной политики города Москвы,Москва,Максим Ликсутов,Анатолий Гарбузов,Поддержка бизнеса,Экономика,Экспорт"
"В Кремле прокомментировали введение пошлин США против Канады, Мексики и КНР ",12:34 03.02.2025,https://ria.ru/20250203/peskov-1997023473.html,"Песков заявил, что у России нет желания ассоциироваться с введением пошлин США","Экономика,Канада,Россия,США,Дмитрий Песков,Джастин Трюдо,Введение Трампом пошлин на импорт"
