header,date,link
В Вологде наладили выпуск деталей для ДВС взамен импортных  ,"7.07.2022, 11:29",https://ria.ru/20220707/vologda-1800873949.html
"Два новых завода по выпуску электроники откроют в ОЭЗ ""Технополис Москва"" ","7.07.2022, 10:34",https://ria.ru/20220707/zavody-1800861527.html
Первые восемь региональных мер поддержки МСП стандартизируют до конца года ,"7.07.2022, 10:00",https://ria.ru/20220707/biznes-1800856669.html
"Минпромторг намерен поддержать производство автомобилей на заводе ""Москвич"" ","6.07.2022, 19:58",https://ria.ru/20220706/moskvich-1800796333.html
"Эксперты назвали, какие технологии помогут экономике России ","6.07.2022, 19:56",https://ria.ru/20220706/tekhnologii-1800778500.html
Госдума запретила оплату товаров и услуг цифровыми финансовыми активами ,"6.07.2022, 15:12",https://ria.ru/20220706/oplata-1800696604.html
Эксперт назвал проблемы рынка роботехники в России ,"6.07.2022, 11:29",https://ria.ru/20220706/ekonomika-1800623314.html
"""Тинькофф"" стал провайдером трансграничных переводов для СБП ","6.07.2022, 11:12",https://ria.ru/20220706/tinkoff-1800616054.html
"Правительство отказалось от мер поддержки операторов связи, сообщили СМИ ","6.07.2022, 10:28",https://ria.ru/20220706/podderzhka-1800602001.html
В Коми начали выпускать упаковку под брендом Komipak ,"5.07.2022, 19:03",https://ria.ru/20220705/komipak-1800505227.html
В России запустят механизм поддержки инвеспроектов в приоритетных отраслях ,"5.07.2022, 18:35",https://ria.ru/20220705/invesproekty-1800497340.html
Re:Store начала ввозить iPhone и MacBook в Россию по параллельному импорту  ,"5.07.2022, 16:56",https://ria.ru/20220705/ekonomika-1800465866.html
"""Сколково"" поддерживает внедрение импортозамещающих ИТ-технологий ","5.07.2022, 16:51",https://ria.ru/20220705/tekhnologii-1800463338.html
Госдума во II чтении запретила оплату цифровыми финансовыми активами ,"5.07.2022, 15:40",https://ria.ru/20220705/zakon-1800430375.html
Госдума приняла закон о налоговых стимулах для развития IT-отрасли ,"5.07.2022, 13:26",https://ria.ru/20220705/it-1800374157.html
Аркадий Трачук: новые 100 рублей могут заменить старые за полтора-два года ,"5.07.2022, 10:30",https://ria.ru/20220705/trachuk-1800127953.html
РЭЦ расширил географию и количество международных выставок для экспортеров ,"4.07.2022, 15:27",https://ria.ru/20220704/eksportery-1800127195.html
"Мишустин на ""Иннопроме"" дал команды роботу-манипулятору ","4.07.2022, 14:47",https://ria.ru/20220704/innoprom-1800116271.html
"Мишустину показали российский коптер, который год назад пообещал Мантуров ","4.07.2022, 14:21",https://ria.ru/20220704/kopter-1800108483.html
"Представители РЭЦ рассказали на ""Иннопроме"" о перспективах рынка Казахстана ","4.07.2022, 13:07",https://ria.ru/20220704/perspektivy-1800079612.html
"РЭЦ открывает ""цифровое окно в импорт"" для российских компаний ","4.07.2022, 12:48",https://ria.ru/20220704/servis-1800073322.html
Kaspersky планирует выпустить ОС для компьютеров и смартфонов ,"4.07.2022, 12:09",https://ria.ru/20220704/kaspersky-1800056756.html
ФАС выдала предупреждение Google за навязывание условий договоров ,"4.07.2022, 12:04",https://ria.ru/20220704/google-1800055518.html
"Кто займет место IKEA, Volkswagen и других западных гигантов ","3.07.2022, 08:00",https://ria.ru/20220703/sanktsii-1799632153.html
Медведев оценил зависимость научного приборостроения от импорта ,"1.07.2022, 15:34",https://ria.ru/20220701/import-1799603382.html
Медведев призвал рассчитывать только на свои силы ,"1.07.2022, 15:20",https://ria.ru/20220701/rossiya-1799594936.html
Состоялся первый испытательный полет модифицированного вертолета Ми-171А3 ,"1.07.2022, 12:13",https://ria.ru/20220701/ispytaniya-1799511283.html
"Все сотрудники ""Сахалин-2"" перейдут к новому оператору ","30.06.2022, 23:43",https://ria.ru/20220630/sakhalin-1799440388.html
"В Счетной палате не владеют информацией о приглашении Кудрина в ""Яндекс"" ","30.06.2022, 15:46",https://ria.ru/20220630/kudrin-1799299684.html
"Российские ученые разработали стандарты для сетей 5G, сообщили в НТИ ","30.06.2022, 07:03",https://ria.ru/20220630/5g-1799153893.html
"""Ведомости"" сообщили о прекращении поставок смартфонов Honor в Россию ","30.06.2022, 05:27",https://ria.ru/20220630/honor-1799151799.html
Цыбульский предложил расширить меры поддержки судоремонта в Арктике ,"29.06.2022, 19:02",https://ria.ru/20220629/arktika-1799094258.html
Правительство сформирует новые параметры работы промышленных кластеров ,"29.06.2022, 17:05",https://ria.ru/20220629/rezhim-1799051019.html
"Подключение банков к платформе ""Мой экспорт"" улучшит экосистему экспорта ","29.06.2022, 16:05",https://ria.ru/20220629/ekosistema-1799024120.html
Мишустин высоко оценил продукцию технопарка во Владимирской области ,"29.06.2022, 15:36",https://ria.ru/20220629/mishustin-1799012511.html
К российскому аналогу SWIFT присоединились 70 иностранных банков ,"29.06.2022, 12:05",https://ria.ru/20220629/swift-1798953136.html
В России видят интерес в мире к системам автоматической диагностики вагонов ,"29.06.2022, 09:59",https://ria.ru/20220629/ekonomika-1798913837.html
ЦБ разрешит ограничивать онлайн-операции для защиты от мошенников ,"28.06.2022, 22:13",https://ria.ru/20220628/tsb-1798874909.html
МЭР: легализация параллельного импорта не является разрешением контрафакта ,"28.06.2022, 20:53",https://ria.ru/20220628/import-1798863856.html
В Совфеде предложили поощрять вложения бизнеса в технологические проекты ,"28.06.2022, 18:16",https://ria.ru/20220628/biznes-1798831842.html
"Путин подписал закон, легализующий параллельный импорт в России ","28.06.2022, 17:22",https://ria.ru/20220628/import-1798804471.html
"Виртуальные двойники предприятий появятся в ОЭЗ ""Технополис Москва"" ","28.06.2022, 14:44",https://ria.ru/20220628/dvoyniki-1798716594.html
Госдума установила особенности налогообложения цифровых финансовых активов ,"28.06.2022, 14:15",https://ria.ru/20220628/aktivy-1798704057.html
Чернышенко ожидает рост рынка радиоэлектроники в России втрое к 2030 году ,"28.06.2022, 12:05",https://ria.ru/20220628/ekonomika-1798653772.html
"""Возможности у нас есть"": кто вызвался помочь России с импортозамещением ","28.06.2022, 08:00",https://ria.ru/20220628/rossiya-1798501441.html
"РЭЦ: экспортеры России покажут свои разработки на ""Иннопроме"" ","27.06.2022, 16:25",https://ria.ru/20220627/razrabotki-1798484759.html
Дмитрий Песков: русский человек лучше всего работает под давлением ,"27.06.2022, 11:00",https://ria.ru/20220627/peskov-1797887986.html
"Россия может создать ""Алмазный фонд технологий"" ","27.06.2022, 05:23",https://ria.ru/20220627/tekhnologii-1798292726.html
В Эстонии подсчитали ущерб от прекращения импорта из России и Белоруссии ,"26.06.2022, 17:02",https://ria.ru/20220626/estoniya-1798243425.html
Менее трех процентов японских компаний решились уйти из России ,"26.06.2022, 10:53",https://ria.ru/20220626/yaponiya-1798193385.html
БРИКС ломает санкции и строит новый мир ,"26.06.2022, 08:00",https://ria.ru/20220626/briks-1798143604.html
"В России создадут центры по замещению иностранного ПО, заявил Чернышенко ","25.06.2022, 11:24",https://ria.ru/20220625/tekhnologii-1798061771.html
"В технополисе ""Москва"" рассказали о сделанных в 2021 году изобретениях ","25.06.2022, 09:40",https://ria.ru/20220625/izobreteniya-1798049891.html
Моор связал технологический суверенитет с межрегиональной кооперацией ,"24.06.2022, 21:53",https://ria.ru/20220624/moor-1798011721.html
Глава Калужской области принял участие в Форуме городов в Обнинске ,"24.06.2022, 20:07",https://ria.ru/20220624/obninsk-1797993169.html
"В работе приложения ""Тинькоффа"" произошел сбой ","24.06.2022, 16:16",https://ria.ru/20220624/sboy-1797898296.html
"На МСП.РФ в июле запустят ""Цифровой профиль"" предпринимателя ","24.06.2022, 14:32",https://ria.ru/20220624/profil-1797857866.html
Сбербанк введет комиссию за переводы через сторонние приложения ,"24.06.2022, 13:51",https://ria.ru/20220624/komissiya-1797838377.html
Fesco запустила регулярный контейнерный поезд из Владивостока в Минск ,"24.06.2022, 12:03",https://ria.ru/20220624/poezd-1797793282.html
Страны БРИКС продолжат создавать условия для справедливой конкуренции ,"23.06.2022, 17:25",https://ria.ru/20220623/briks-1797647787.html
Американская Cisco объявила об уходе из России и Белоруссии ,"23.06.2022, 17:07",https://ria.ru/20220623/cisco-1797638138.html
Президент Microsoft сообщил о постепенном сокращении бизнеса в России ,"23.06.2022, 16:32",https://ria.ru/20220623/micrisoft-1797620101.html
Nike уходит из России ,"23.06.2022, 14:28",https://ria.ru/20220623/nike-1797579598.html
"""Ъ"" сообщил о начале ввоза электроники в Россию через параллельный импорт ","23.06.2022, 06:20",https://ria.ru/20220623/import-1797452440.html
Медведев предложил разработать меры поддержки отечественных IT-решений ,"21.06.2022, 19:51",https://ria.ru/20220621/it-1797150870.html
"СМИ: совладельцы ""Трансмашхолдинга"" создают сервис шеринга станков ","21.06.2022, 05:46",https://ria.ru/20220621/shering-1796913976.html
Костромской судомеханический завод почти на 100% локализовал производство ,"20.06.2022, 19:54",https://ria.ru/20220620/lokalizatsiya-1796864519.html
Ивановская область будет производить 3/4 всех трикотажных тканей страны ,"20.06.2022, 19:52",https://ria.ru/20220620/trikotazh-1796132466.html
"Трансляция студии ""Сделано в России"" на ПМЭФ набрала более 2 млн просмотров ","20.06.2022, 17:53",https://ria.ru/20220620/translyatsiya-1796824817.html
Билайн лидирует в рейтинге качества мобильной связи в Москве ,"20.06.2022, 10:00",https://ria.ru/20220620/lider-1796246663.html
"Эксперт рассказал, что россияне смогут обновлять ОС Windows через VPN  ","19.06.2022, 20:57",https://ria.ru/20220619/windows-1796603008.html
Отечественные компании рассматривают страны ЕАЭС для расширения ,"19.06.2022, 09:37",https://ria.ru/20220619/ekonomika-1796523614.html
Российские банкоматы поступят на рынок в феврале-марте 2023 года ,"19.06.2022, 09:19",https://ria.ru/20220619/ekonomika-1796522001.html
Эксперт оценил сроки появления в России сети 6G ,"18.06.2022, 16:10",https://ria.ru/20220618/g6-1796452345.html
"Вузы обеспечат технологический суверенитет России, считает эксперт ","18.06.2022, 15:22",https://ria.ru/20220618/tekhnologii-1796445266.html
"Глава ""Сколково"": бизнес больше интересуется российскими разработками ","18.06.2022, 14:29",https://ria.ru/20220618/skolkovo-1796435770.html
"России необходимо нарастить экспорт своих IT-решений, заявили в Минцифры ","18.06.2022, 14:22",https://ria.ru/20220618/mintsifry-1796434561.html
В России выпустили прокладки и подгузники из отечественной целлюлозы ,"18.06.2022, 12:08",https://ria.ru/20220618/tsellyuloza-1796414712.html
"Минцифры готовится к регулированию ПО, чьи поставщики ушли из России ","18.06.2022, 11:54",https://ria.ru/20220618/po-1796410526.html
Мьянма хочет присоединиться к российской системе передачи финансовых данных ,"18.06.2022, 09:05",https://ria.ru/20220618/myanma-1796383152.html
"Ковальчук раскритиковал работу Чубайса в ""Роснано"" ","17.06.2022, 23:06",https://ria.ru/20220617/rosnano-1796359329.html
"РЭЦ и Росаккредитация наладят работу по программе ""Сделано в России"" ","17.06.2022, 21:33",https://ria.ru/20220617/obmen-1796346559.html
Врио губернатора поручил определить проекты для научного центра в Рязани ,"17.06.2022, 19:41",https://ria.ru/20220617/ryazan-1796314322.html
Петр Фрадков: нужно создать новую систему финрасчетов международного уровня ,"17.06.2022, 17:56",https://ria.ru/20220617/finraschety-1796256271.html
"Ниши недобросовестных партнеров КАМАЗа заняли другие компании, заявил Путин ","17.06.2022, 17:43",https://ria.ru/20220617/kamaz-1796251651.html
Путин назвал причину нехватки товаров и техники в России ,"17.06.2022, 17:40",https://ria.ru/20220617/tekhnologii-1796249700.html
"Россия должна при необходимости наладить любое производство, заявил Путин ","17.06.2022, 17:30",https://ria.ru/20220617/proizvodstvo-1796242674.html
Путин призвал развивать технологии ,"17.06.2022, 16:57",https://ria.ru/20220617/tekhnologii-1796214712.html
Билайн заключил с рядом регионов соглашение по развитию ИТ ,"17.06.2022, 16:54",https://ria.ru/20220617/soglasheniya-1796211734.html
Путин сообщил о новых возможностях для России ,"17.06.2022, 16:22",https://ria.ru/20220617/putin-1796189747.html
"РЭЦ объявил о старте проекта ""Почему женщины экспортируют"" ","17.06.2022, 15:32",https://ria.ru/20220617/proekt-1796148005.html
"Часть смартфонов Samsung невозможно активировать в России, пишут СМИ ","17.06.2022, 12:39",https://ria.ru/20220617/samsung-1796064771.html
"Иван Анцев: теплоход ""Метеор"" – визитная карточка Санкт-Петербурга ","17.06.2022, 12:00",https://ria.ru/20220617/antsev-1795872942.html
"""Сколково"" поможет Минпромторгу в поиске технологических решений ","17.06.2022, 11:56",https://ria.ru/20220617/tekhnologii-1796037248.html
Краснов предложил перевести на цифру все меры поддержки бизнеса ,"17.06.2022, 10:49",https://ria.ru/20220617/tsifrovizatsiya-1796012113.html
"В Госдуме рассказали о работе российской ""дочки"" Google после банкротства ","17.06.2022, 10:03",https://ria.ru/20220617/google-1795995477.html
ВТБ запустит онлайн-банк в Telegram ,"17.06.2022, 09:36",https://ria.ru/20220617/vtb-1795987145.html
Дмитрий Чернышенко: мы видим ренессанс IT-бизнеса в нашей стране ,"17.06.2022, 09:30",https://ria.ru/20220617/chernyshenko-1795974843.html
Чернышенко рассказал о перспективах российской электроники на мировой арене ,"17.06.2022, 09:10",https://ria.ru/20220617/elektronika-1795980662.html
Сахалин подписал на ПМЭФ соглашение по развитию низкоуглеродной экономики ,"17.06.2022, 08:41",https://ria.ru/20220617/sakhalin-1795975151.html
ЦАР предложила России инвестировать в проекты с биткоином ,"17.06.2022, 07:25",https://ria.ru/20220617/bitkoin-1795967891.html
"""Сколково"" и Приамурье договорились о создании технопарка в Благовещенске ","17.06.2022, 05:04",https://ria.ru/20220617/tekhnopark-1795962410.html
"""Сколково"": надо развивать собственную инновационную инфраструктуру ","16.06.2022, 22:39",https://ria.ru/20220616/skolkovo-1795943274.html
"Мантуров уверен, что автопром освоит производство подушек безопасности ","16.06.2022, 22:04",https://ria.ru/20220616/avtoprom-1795938946.html
Порт Мурманск готов стать мощным логистическим хабом для нужд СМП ,"16.06.2022, 21:49",https://ria.ru/20220616/murmansk-1795935588.html
Путин назвал ключевую задачу для отечественного автопрома ,"16.06.2022, 20:58",https://ria.ru/20220616/avtoprom-1795929888.html
Путин поручил до 1 сентября разработать стратегию развития автопрома ,"16.06.2022, 20:26",https://ria.ru/20220616/avtoprom-1795924568.html
РЭЦ: кризис доверия из-за ограничений может стать драйвером роста экспорта  ,"16.06.2022, 19:44",https://ria.ru/20220616/eksport-1795908665.html
Путин призвал обеспечить технологический суверенитет России в автопроме ,"16.06.2022, 18:48",https://ria.ru/20220616/avtoprom-1795895092.html
Глава Югры предложила открыть центр по созданию ПО для нефтяных компаний ,"16.06.2022, 18:08",https://ria.ru/20220616/po-1795881849.html
Сбербанк запустил сервис покупок в рассрочку с оплатой долями ,"16.06.2022, 17:00",https://ria.ru/20220616/servis-1795844408.html
Татарстан и ГПН займутся разработкой инноваций для нефтегазовой отрасли ,"16.06.2022, 16:58",https://ria.ru/20220616/innovatsii-1795830816.html
"""Аэрофлот"" и ""Ростех"" будут развивать  цифровые решения для авиаотрасли ","16.06.2022, 16:50",https://ria.ru/20220616/aviaotrasl-1795985519.html
Спрос на российское программное обеспечение вырос на 300 процентов ,"16.06.2022, 15:29",https://ria.ru/20220616/po-1795798369.html
Артамонов: Липецкая область справилась с логистическими сложностями ,"16.06.2022, 14:40",https://ria.ru/20220616/slozhnosti-1795774041.html
Нижегородская область будет развивать использование беспилотников ,"16.06.2022, 13:47",https://ria.ru/20220616/bespilotniki-1795751460.html
"В Госдуме уверены, что Google останется в России, ""если не перейдет грань"" ","16.06.2022, 12:14",https://ria.ru/20220616/google-1795707186.html
"СМИ: Тайвань отказался производить российские процессоры ""Байкал"" ","16.06.2022, 11:40",https://ria.ru/20220616/protsessor-1795691637.html
"Заместить весь импорт сразу у России не получится, заявил Орешкин ","16.06.2022, 09:35",https://ria.ru/20220616/importozameschenie-1795650077.html
Набиуллина заявила о необходимости частной инициативы в экономике ,"16.06.2022, 09:19",https://ria.ru/20220616/nabiullina-1795645630.html
Порядка семи тысяч предприятий в Югре работают в сфере креативных индустрий ,"15.06.2022, 21:45",https://ria.ru/20220615/predpriyatiya-1795607219.html
На ПМЭФ представили универсальное экологичное пассажирское судно  ,"15.06.2022, 15:32",https://ria.ru/20220615/sotaliya-1795496242.html
На ПМЭФ представили отечественный электрогрузовик ,"15.06.2022, 15:26",https://ria.ru/20220615/pmef-1795494004.html
Минцифры расширит программу компенсации 50% стоимости ПО для МСП ,"15.06.2022, 13:34",https://ria.ru/20220615/po-1795450128.html
"РЭЦ разрабатывает трансграничную ""цифровую песочницу"" для криптоплатежей ","15.06.2022, 13:08",https://ria.ru/20220615/kriptoplatezhi-1795439074.html
"РЭЦ открыл на ПМЭФ галерею технологий ""Сделано в России"" ","15.06.2022, 12:41",https://ria.ru/20220615/tekhnologii-1795428773.html
Сбербанк вернет сервис бесконтактной оплаты телефоном в четвертом квартале ,"15.06.2022, 11:59",https://ria.ru/20220615/sberbank-1795406322.html
"""Известия"" сообщили о новом способе оплаты картой ""Мир"" в будущем ","15.06.2022, 02:06",https://ria.ru/20220615/mir-1795340834.html
Мантуров: Россия минимум на шесть лет обеспечена заказами в авиаотрасли ,"14.06.2022, 23:38",https://ria.ru/20220614/manturov-1795330955.html
Эксперты: бренды в России снова стали покупать рекламу в Instagram* ,"14.06.2022, 16:23",https://ria.ru/20220614/ekonomika-1795241438.html
Госдума одобрила проект по запрету оплаты товаров цифровыми финактивами ,"14.06.2022, 15:55",https://ria.ru/20220614/finaktivy-1795231681.html
Американский Interactive Brokers ввел ограничения для российских клиентов ,"13.06.2022, 18:19",https://ria.ru/20220613/sanktsii-1795064410.html
"Борисов рассказал, когда Россия массово нарастит производство самолетов ","13.06.2022, 13:32",https://ria.ru/20220613/samolet-1795022274.html
В России создадут информационную систему цифровых сервисов АПК ,"11.06.2022, 16:46",https://ria.ru/20220611/apk-1794784333.html
"""Отплатили той же монетой"". Россия заблокировала деньги иностранцев  ","11.06.2022, 08:00",https://ria.ru/20220611/dengi-1794585942.html
Трутнев прокомментировал запрет Японии на экспорт грузовиков в Россию ,"10.06.2022, 09:07",https://ria.ru/20220610/gruzovik-1794459060.html
Чекунков: будем развивать площадки для производств у переходов с КНР ,"10.06.2022, 05:48",https://ria.ru/20220610/proizvodstvo-1794447784.html
Завод в Удмуртии заменит импортные двигатели для российских трамваев ,"9.06.2022, 19:58",https://ria.ru/20220609/udmurtiya-1794396947.html
Путин оценил идею о создании госкорпорации в легкой промышленности ,"9.06.2022, 18:45",https://ria.ru/20220609/putin-1794374493.html
Путин призвал помогать компаниям энергетического сектора ,"9.06.2022, 18:45",https://ria.ru/20220609/energokompanii-1794374379.html
Путин ответил на вопрос о льготах для иностранных компаний ,"9.06.2022, 18:34",https://ria.ru/20220609/lgoty-1794370758.html
Путин назвал ограничения в микроэлектронике одним из ударов по России ,"9.06.2022, 18:20",https://ria.ru/20220609/putin-1794366045.html
"Путин заявил, что импортозамещение не панацея ","9.06.2022, 17:58",https://ria.ru/20220609/importozameschenie-1794359898.html
"""Почта России"" вошла в реестр IT-компаний, аккредитованных Минцифры ","9.06.2022, 09:11",https://ria.ru/20220609/pochta-1794152646.html
В России в мае подешевели ноутбуки ,"8.06.2022, 19:51",https://ria.ru/20220608/noutbuk-1794100291.html
"Британский мобильный оператор повысит тарифы на 250 процентов, пишут СМИ ","8.06.2022, 19:06",https://ria.ru/20220608/tarify-1794092845.html
"""Единая Россия"" запустила проект в поддержку отечественной IT-отрасли ","8.06.2022, 13:34",https://ria.ru/20220608/rossiya-1793972361.html
Дюмин назвал пути достижения технологического суверенитета России ,"7.06.2022, 18:57",https://ria.ru/20220607/importozameschenie-1793825487.html
TNF-2022 станет площадкой для определения потребностей ТЭК ,"7.06.2022, 16:13",https://ria.ru/20220607/tyumen-1793775177.html
"Госдума допустила использование РИД, ввезенных по параллельному импорту ","7.06.2022, 15:53",https://ria.ru/20220607/rid-1793768733.html
"Мантуров рассказал о ""стучащихся"" в Россию иностранных брендах ","7.06.2022, 15:20",https://ria.ru/20220607/brendy-1793758652.html
В Минцифры рассказали о совмещении софта с операционными системами России ,"7.06.2022, 14:36",https://ria.ru/20220607/soft-1793743047.html
Минцифры озвучило план на случай отключения от европейской интернет-сети ,"7.06.2022, 11:26",https://ria.ru/20220607/internet-1793680435.html
Apple представила новые модели MacBook Air и MacBook Pro с процессором M2 ,"6.06.2022, 23:45",https://ria.ru/20220606/apple-1793616267.html
Правительство выделит 900 миллионов рублей на развитие АПК ,"6.06.2022, 16:22",https://ria.ru/20220606/pravitelstvo-1793518630.html
"Медведев рассказал, что отключение от SWIFT не повлияло на работу банков ","6.06.2022, 12:48",https://ria.ru/20220606/banki-1793434614.html
Россия увеличит производство инертных газов ,"3.06.2022, 18:59",https://ria.ru/20220603/poluprovodniki-1793022620.html
"""КамАЗ"" хочет продавать беспилотные горные самосвалы в страны БРИКС и СНГ ","3.06.2022, 18:41",https://ria.ru/20220603/kamaz-1793017995.html
В Сбербанке рассказали о ежедневных хакерских атаках ,"3.06.2022, 17:54",https://ria.ru/20220603/sberbank-1793003019.html
ЕС отключит от SWIFT три российских банка с 14 июня ,"3.06.2022, 16:55",https://ria.ru/20220603/sanktsii-1792968242.html
"Волож покинул пост генерального директора группы компаний ""Яндекса"" ","3.06.2022, 16:34",https://ria.ru/20220603/volozh-1792954580.html
Мишустин поручил представить предложения по замещению зарубежных IT-решений ,"3.06.2022, 16:31",https://ria.ru/20220603/it-1792952555.html
Мишустин призвал быстрее решать вопросы по замене зарубежных IT-технологий ,"3.06.2022, 16:14",https://ria.ru/20220603/tekhnologii-1792944701.html
Мишустин предложил создать технологические центры компетенций ,"3.06.2022, 16:07",https://ria.ru/20220603/mishustin-1792940127.html
Правительство будет стимулировать внедрение IT-решений в промышленности ,"3.06.2022, 15:23",https://ria.ru/20220603/promyshlennost-1792923158.html
Мишустин указал на необходимость воссоздания обрабатывающей промышленности ,"3.06.2022, 14:59",https://ria.ru/20220603/promyshlennost-1792914338.html
Мишустин: доля затрат на закупку российского ПО должна вырасти до 70% ,"3.06.2022, 14:45",https://ria.ru/20220603/mishustin-1792908769.html
На Новотроицком содовом заводе запустили вторую очередь производства ,"3.06.2022, 13:37",https://ria.ru/20220603/proizvodstvo-1792876890.html
Вице-премьер Борисов заявил о продвижении программ МС-21 и SSJ New ,"3.06.2022, 11:21",https://ria.ru/20220603/aviatsiya-1792822529.html
РБК: в России сократился ассортимент техники и электроники ,"3.06.2022, 10:27",https://ria.ru/20220603/sanktsii-1792805507.html
КМСП оказала лизинговую поддержку производителю мебели из Челябинска ,"2.06.2022, 21:03",https://ria.ru/20220602/podderzhka-1792747427.html
"Многие страны отказываются от платежей в долларах, заявил Чемезов ","2.06.2022, 13:23",https://ria.ru/20220602/chemezov-1792614600.html
Операторы предупредили о риске утечек из-за правок в законопроект о связи ,"1.06.2022, 22:11",https://ria.ru/20220601/konfidentsialnost-1792486577.html
"""Победа"" перешла на российскую систему бронирования авиабилетов ","1.06.2022, 15:13",https://ria.ru/20220601/pobeda-1792371713.html
"В работе мобильного приложения ""Тинькофф банка"" произошел сбой ","1.06.2022, 13:58",https://ria.ru/20220601/sboy-1792344621.html
"Аналитики выяснили, какие специалисты могут попасть под сокращение ","1.06.2022, 12:22",https://ria.ru/20220601/sokraschenie-1792301921.html
В Тульской области началось производство химдобавок ,"31.05.2022, 17:01",https://ria.ru/20220531/proizvodstvo-1792102853.html
РКН запросил у Delivery Club информацию о возможных утечках данных курьеров ,"31.05.2022, 14:17",https://ria.ru/20220531/utechka-1792032403.html
Отключение от SWIFT не поменяло ситуацию в расчетах Сбербанка ,"31.05.2022, 08:02",https://ria.ru/20220531/sberbank-1791916417.html
Delivery Club проверяет информацию об утечке персональных данных курьеров ,"30.05.2022, 23:07",https://ria.ru/20220530/kurery-1791897318.html
"""Ростех"" разработал химикат для производства белой офисной бумаги ","30.05.2022, 11:15",https://ria.ru/20220530/bumaga-1791676479.html
"СМИ: производство процессоров ""Эльбрус"" хотят перенести в Россию ","30.05.2022, 09:26",https://ria.ru/20220530/elbrus-1791648293.html
Смартфоны под санкциями. Сколько будут стоить гаджеты в России  ,"29.05.2022, 08:00",https://ria.ru/20220529/gadzhety-1790895823.html
Минфин объяснил концепцию законопроекта о цифровых валютах ,"27.05.2022, 19:48",https://ria.ru/20220527/minfin-1791302554.html
"В Госдуме допустили, что Россия станет лидером мирового майнинга ","27.05.2022, 18:48",https://ria.ru/20220527/mayning-1791282689.html
"Санкции открыли новые возможности для Карелии, считает глава республики ","27.05.2022, 13:26",https://ria.ru/20220527/sanktsii-1791132657.html
Медведев рассказал про возможности России восполнить потери из-за санкций ,"26.05.2022, 17:32",https://ria.ru/20220526/medvedev-1790916340.html
Фрадков: импортозамещение ляжет в основу новой промышленной политики страны ,"26.05.2022, 17:13",https://ria.ru/20220526/importozameschenie-1790909938.html
Работникам закрытого завода Jabil предложены места на новом IT-производстве ,"25.05.2022, 19:51",https://ria.ru/20220525/rabotniki-1790720256.html
В России снизились цены на смартфоны и телевизоры ,"25.05.2022, 19:19",https://ria.ru/20220525/tseny-1790716106.html
Китай и Россия помогут установить новый финансовый порядок в мире ,"25.05.2022, 18:10",https://ria.ru/20220525/poryadok-1790697186.html
В Центробанке рассказали о российском аналоге SWIFT ,"25.05.2022, 15:17",https://ria.ru/20220525/banki-1790635703.html
"Уход Nike из России не приведет к дефициту на рынке, считает эксперт ","25.05.2022, 15:07",https://ria.ru/20220525/defitsit-1790632462.html
Американская компания Jabil прекратила работу в Тверской области ,"25.05.2022, 14:39",https://ria.ru/20220525/jabil-1790623466.html
"Генеральным директором ""Яндекс.Драйва"" назначили Алексея Николаева ","25.05.2022, 13:07",https://ria.ru/20220525/nikolaev-1790603334.html
"Предприятие ""Роскосмоса"" будет производить детали для Ту-214 и Ил-96 ","24.05.2022, 18:11",https://ria.ru/20220524/detali-1790468183.html
"Матвиенко поддержала перезапуск национального бренда ""Сделано в России"" ","23.05.2022, 16:56",https://ria.ru/20220523/brend-1790213482.html
РЭЦ научит женщин экспортировать товары через маркетплейсы ,"23.05.2022, 16:31",https://ria.ru/20220523/eksportirovanie-1790208085.html
"Востребованность услуг платформы ""Мой экспорт"" повысилась среди женщин ","23.05.2022, 16:29",https://ria.ru/20220523/vostrebovannost-1790207041.html
Предприятия Удмуртии начали замещать продукцию Европы и Китая ,"23.05.2022, 14:57",https://ria.ru/20220523/udmurtiya-1790175616.html
"Материнская компания Tetra Pak уходит из России, сообщил источник ","23.05.2022, 13:08",https://ria.ru/20220523/kompaniya-1790142158.html
В России резко вырос импорт кнопочных телефонов ,"23.05.2022, 11:21",https://ria.ru/20220523/telefony-1790109637.html
В России изобрели электробайк для курьеров ,"23.05.2022, 08:30",https://ria.ru/20220523/elektrobayk-1790075051.html
"Названы победители нацрейтинга ""Лидерство на гражданских рынках"" ","20.05.2022, 21:12",https://ria.ru/20220520/liderstvo-1789843570.html
Минпромторг рассказал о введении обязательной маркировки радиоэлектроники ,"20.05.2022, 18:11",https://ria.ru/20220520/radioelektronika-1789805971.html
Минпромторг предложил придумать новое имя для бывшего McDonald’s ,"20.05.2022, 16:09",https://ria.ru/20220520/eda-1789762591.html
Мишустин призвал подключить банки СНГ к российскому аналогу SWIFT ,"20.05.2022, 15:06",https://ria.ru/20220520/podklyuchenie-1789742788.html
"В Минпромторге допустили, что российский McDonald's сохранит рецептуру ","20.05.2022, 12:46",https://ria.ru/20220520/mcdonalds-1789692616.html
"Торговый оборот России с Индией, Ираном, Азербайджаном и Казахстаном растет ","19.05.2022, 20:57",https://ria.ru/20220519/torgovlya-1789592464.html
"Сбербанк продал Okko, SberCloud, ""Эвотор"" и ""Звук"" ","19.05.2022, 20:23",https://ria.ru/20220519/sberbank-1789584931.html
СМИ подсчитали потери Маска с момента подачи заявки на покупку Twitter ,"19.05.2022, 13:47",https://ria.ru/20220519/musk-1789457029.html
