header,date,link,brief,tags
США призвали Всемирный банк перестать относить КНР к развивающейся стране ,17:34 23.04.2025,https://ria.ru/20250423/kitay-2013013059.html,Бессент: выдача займов Всемирного банка КНР как развивающейся стране абсурдна,"Китай,США,Вашингтон (штат),Экономика,Скотт Бессент,Всемирный банк"
Fitch ждет спада ВВП Германии третий год подряд ,16:54 23.04.2025,https://ria.ru/20250423/vvp-2013001934.html,Fitch на фоне торговой войны ждет спада ВВП Германии третий год подряд,"Экономика,Германия,США,Италия,Fitch Ratings"
МВФ предупредил о риске фискальной уязвимости европейских стран ,16:49 23.04.2025,https://ria.ru/20250423/mvf-2013001278.html,МВФ: ЕС может столкнуться с фискальной уязвимостью из-за роста военных расходов,"Экономика,Польша,МВФ"
Минпромторг высказался о действии особого статуса для российских товаров ,16:40 23.04.2025,https://ria.ru/20250423/minpromtorg-2012999208.html,Осьмаков: срок действия статуса российской продукции планируется увеличить,"Экономика,Россия,Василий Осьмаков,Министерство промышленности и торговли РФ (Минпромторг России)"
В Словакии значительно снизился импорт российского газа ,15:50 23.04.2025,https://ria.ru/20250423/slovakija-2012983190.html,"В Словакии импорт российского газа к январю упал почти в 1,8 тысячи раз","Экономика,Словакия,Россия,Украина,Евростат,Евросоюз,Вооруженные силы Украины,Турецкий поток"
Силуанов рассказал о влиянии мировой обстановки на российский бюджет ,14:34 23.04.2025,https://ria.ru/20250423/byudzhet-2012960828.html,"Силуанов: мир за пять лет изменился радикально, но ситуация под контролем","Экономика,Россия,Антон Силуанов,Министерство финансов РФ (Минфин России)"
Мишустин: за год жилищные условия улучшены у более чем 4 миллионов семей ,14:00 23.04.2025,https://realty.ria.ru/20250423/mishustin-2012952058.html,Мишустин: на соцполитику в 2024 году направили почти 8 триллионов рублей,"Экономика,Россия,Михаил Мишустин,Жилье"
В Петербурге началось серийное производство режущего инструмента ,12:51 23.04.2025,https://ria.ru/20250423/peterburg-2012934157.html,В Петербурге запустили производство режущего инструмента для станков с ЧПУ,"Экономика,Китай,Южная Корея,Свердловская область,Владимир Румянцев,Фонд развития промышленности,Объединенная авиастроительная корпорация (ОАК),Объединенная двигателестроительная корпорация,Санкт-Петербург"
Россиянам рассказали о мерах банков против нежелающих платить проценты  ,12:45 23.04.2025,https://ria.ru/20250423/banki-2012932537.html,РКБ: банки начали блокировать кредитные карты нежелающих платить проценты,"Экономика,Россия,Ярослав Нилов,Уралсиб (финансовая корпорация),РБК (медиагруппа),Госдума РФ"
Регионы РФ планируют совместные проекты по продвижению товаров за рубежом ,12:07 23.04.2025,https://ria.ru/20250423/prodvizhenie-2012921286.html,Регионы РФ создадут общие проекты по продвижению товаров за рубежом в 2025 году,"Россия,Экономика,Москва,Санкт-Петербург,Российский экспортный центр (РЭЦ),Экспорт"
Росконгресс рассказал о странах-участниках ПМЭФ-2025 ,11:44 23.04.2025,https://ria.ru/20250423/forum-2012914358.html,Росконгресс: более 92 стран и территорий подтвердили участие в ПМЭФ-2025,"ПМЭФ — 2025,Экономика,Россия,Африка,Азия,Антон Кобяков"
Площадь пахотных земель в ДНР увеличили в два раза с 2022 года ,11:25 23.04.2025,https://ria.ru/20250423/dnr-2012909561.html,Пушилин: площадь пахотных земель в ДНР увеличили в два раза с 2022 года,"Экономика,Донецкая Народная Республика,Денис Пушилин"
Мишустин призвал ФАС бороться с ростом цен на продукты ,10:16 23.04.2025,https://ria.ru/20250423/mishustin-2012894711.html,Мишустин призвал ФАС принимать жесткие меры против роста цен на продукты,"Экономика,Россия,Михаил Мишустин,Федеральная антимонопольная служба (ФАС России),Госдума РФ"
Си Цзиньпин заявил об опасности торговых войн ,10:01 23.04.2025,https://ria.ru/20250423/vojny-2012892034.html,"Си Цзиньпин заявил, что торговые войны подрывают мировой экономический порядок","Китай,Азербайджан,Си Цзиньпин,Ильхам Алиев,ООН,Введение Трампом пошлин на импорт,Экономика"
Лавров рассказал о развитии экономических связей с Узбекистаном ,09:54 23.04.2025,https://ria.ru/20250423/svjazi-2012889322.html,Лавров: торгово-экономические связи России и Узбекистана развиваются,"Узбекистан,Россия,Самарканд,Сергей Лавров,Экономика"
Полностью импортозамещенный SJ-100 совершил первый полет ,05:46 23.04.2025,https://ria.ru/20250423/sj-100-2012872503.html,"""Ростех"": полностью импортозамещенный SJ-100 совершил первый полет","Комсомольск-на-Амуре,Ростех,SJ-100,Экономика,Россия,Антон Алиханов,Владимир Артяков,Министерство промышленности и торговли РФ (Минпромторг России),Объединенная авиастроительная корпорация (ОАК),Денис Мантуров"
Более половины стран Евросоюза в 2024 году нарастили госдолг ,05:09 23.04.2025,https://ria.ru/20250423/gosdolg-2012870042.html,Большинство стран ЕС в 2024 году нарастили госдолг быстрее роста экономики,"Экономика,Франция,Греция,Польша,Евростат,Евросоюз"
"Нехватка швей отражается на производстве мягких игрушек, рассказали в АИДТ ",04:36 23.04.2025,https://ria.ru/20250423/igrushki-2012868778.html,Глава АИДТ Цицулина: нехватка швей отражается на производстве мягких игрушек,"Экономика,Технологии,Россия,Антонина Цицулина,Антон Алиханов"
Объем розничного кредитования в I квартале снизился на 52% ,02:40 23.04.2025,https://ria.ru/20250423/okb-2012865897.html,"ОКБ: объем розничных кредитов в первом квартале упал до 1,86 триллиона рублей","Экономика,Россия,Москва,Московская область (Подмосковье),Объединенное кредитное бюро (ОКБ)"
"Аналитик объяснил, кто выбьет у доллара почву из-под ног уже в апреле ",02:17 23.04.2025,https://ria.ru/20250423/dollar-2012862011.html,Аналитик Александров: на курс доллара давит противостояние Трампа с главой ФРС,"Экономика,Россия,Китай,Дмитрий Александров,Дональд Трамп,Джером Пауэлл,АВИ Кэпитал"
Трамп рассказал о планах по таможенным пошлинам США на китайские товары ,01:40 23.04.2025,https://ria.ru/20250423/tramp-2012863676.html,"Трамп: США снизят пошлины в отношении китайских товаров, но не отменят их","Экономика,Китай,США,Дональд Трамп,Си Цзиньпин,Введение Трампом пошлин на импорт"
Минфин поддержал идею освободить Героев России от транспортного налога ,01:10 23.04.2025,https://ria.ru/20250423/minfin-2012862437.html,Минфин поддержал идею по освобождению Героев России от транспортного налога,"Экономика,Россия,Министерство финансов РФ (Минфин России),Алексей Сазанов"
Маск сократит участие в работе DOGE из-за падения прибыли Tesla ,01:06 23.04.2025,https://ria.ru/20250423/mask-2012862149.html,Маск из-за падения прибыли Tesla с мая сократит свое участие в работе DOGE,"Экономика,США,Tesla motors,Илон Маск,Технологии"
В Смоленской области обсудили вопросы поддержки ответственного бизнеса ,21:43 22.04.2025,https://ria.ru/20250422/biznes-2012849790.html,В Смоленской области обсудили поддержку ответственных предпринимателей ,"Смоленская область,Экономика,Игорь Щеголев,Смоленская областная Дума,Смоленская область,Россия,Василий Анохин"
Из-под повышенных пошлин на импорт косметики в Россию вывели три страны ,20:45 22.04.2025,https://ria.ru/20250422/poshliny-2012842421.html,"РФ вывела Венгрию, Словакию и Южную Корею из-под повышенных пошлин на косметику","Экономика,Венгрия,Словакия,Россия,Министерство промышленности и торговли РФ (Минпромторг России)"
"В России расширили список импортной косметики, попадающей под пошлины в 35% ",20:36 22.04.2025,https://ria.ru/20250422/parfyumeriya-2012839782.html,"Правительство расширило список импортной косметики, попадающей под пошлины в 35%","Экономика,Россия,Венгрия,Словакия,Министерство промышленности и торговли РФ (Минпромторг России),Евросоюз"
Эксперты: регулирование должно обеспечить справедливость на маркетплейсах ,20:19 22.04.2025,https://ria.ru/20250422/eksperty-2012838063.html,"На круглом столе в МИА ""Россия Сегодня"" обсудили регулирование маркетплейсов","маркетплейс,Экономика,Россия,МИА ""Россия сегодня"",Технологии"
Продвижение экспорта креативных индустрий обсудили на конференции ,18:19 22.04.2025,https://ria.ru/20250422/eksport-2012812060.html,В Москве открылась Всероссийская конференция инфраструктуры поддержки экспорта,"Экономика,Россия"
Около 70 процентов предприятий ТЭК будут применять ИИ к 2027 году ,17:34 22.04.2025,https://ria.ru/20250422/predprijatija-2012798075.html,Минэнерго: около 70% предприятий ТЭК к 2027 году будут применять технологии ИИ,"Экономика,Технологии,Россия,Александр Новак,Министерство энергетики РФ (Минэнерго России)"
Россия нарастила импорт бумаги из Южной Кореи ,16:50 22.04.2025,https://ria.ru/20250422/rossija-2012787600.html,Россия вдвое нарастила импорт бумаги и картона из Южной Кореи,"Экономика,Россия,Южная Корея,Москва"
Стоимость биткоина поднялась выше 90 тысяч долларов ,16:48 22.04.2025,https://ria.ru/20250422/bitkoin-2012787187.html,Стоимость биткоина поднялась выше 90 тысяч долларов впервые с 7 марта,"Экономика,Россия,Биткоин"
МВФ заявил о новой эре в глобальной экономике ,16:08 22.04.2025,https://ria.ru/20250422/mvf-2012763081.html,"МВФ: глобальная экономическая система перезагружается, открывая новую эру","Экономика,США,Канада,Китай,МВФ"
МВФ улучшил прогноз по росту российской экономики в 2025 году ,16:06 22.04.2025,https://ria.ru/20250422/mvf-2012762346.html,"МВФ улучшил прогноз по росту российской экономики в 2025 году до 1,5 процента","Экономика,Россия,МВФ,Министерство экономического развития РФ (Минэкономразвития России)"
"Кипрская N-Tech.LAB LTD стала полностью российской МКАО ""НТХ"" ",15:57 22.04.2025,https://ria.ru/20250422/nth-2012759962.html,Кипрская N-Tech.LAB LTD завершила редомициляцию и стала полностью российской,"Экономика,Технологии,Калининградская область,Россия,Октябрьский,Центральный Банк РФ (ЦБ РФ)"
Набсовет Сбербанка рекомендовал выплатить рекордные дивиденды ,15:22 22.04.2025,https://ria.ru/20250422/nabsovet-2012749387.html,"Сбербанк планирует выплатить дивиденды на рекордные 786,9 миллиарда рублей","Экономика,Сбербанк России,Россия"
Хачатрян назвал главную тему ПМЭФ-2025 ,15:08 22.04.2025,https://ria.ru/20250422/forum-2012745431.html,Хачатрян: темой ПМЭФ будут общие ценности как основы роста в многополярном мире,"Экономика,Технологии,Россия,Санкт-Петербург,ПМЭФ — 2025"
Курс рубля перешел к легкому росту против юаня ,14:52 22.04.2025,https://ria.ru/20250422/kurs-2012741428.html,Курс рубля перешел к легкому росту против юаня на Московской бирже,"Экономика,Цены на нефть,Китай,Россия,Московская биржа,Ситуация с курсами валют и ценами на нефть"
В трех регионах России могут ввести полный или частичный запрет майнинга ,14:43 22.04.2025,https://ria.ru/20250422/zapret-2012739024.html,"Минэнерго: в Карелии, Пензенской области и Хакасии могут ввести запрет майнинга","Экономика,Пензенская область,Россия,Иркутская область,Михаил Мишустин,Министерство энергетики РФ (Минэнерго России)"
Площадка проведения ПМЭФ увеличится в 2026 году ,14:41 22.04.2025,https://ria.ru/20250422/ploschadka-2012738025.html,Вальков: площадка проведения ПМЭФ увеличится в 2026 году,"Экономика,Коммерческая недвижимость,Россия,Санкт-Петербург,Фонд ""Росконгресс"",ПМЭФ"
Путин рассказал о сотрудничестве России и Омана в энергетической сфере ,14:34 22.04.2025,https://ria.ru/20250422/oman-2012736246.html,Путин: Россия проявляет интерес к сотрудничеству с Оманом в сфере энергетики,"Экономика,Оман,Россия,Владимир Путин,В мире"
Минпромторг предложил прекратить параллельный импорт ноутбуков HP и Fujitsu ,13:56 22.04.2025,https://ria.ru/20250422/kompyuter-2012723393.html,Минпромторг предложил исключить из перечня для параллельного импорта ноутбуки HP,"Экономика,Технологии,Россия,Министерство промышленности и торговли РФ (Минпромторг России),Евразийский экономический союз"
Московская биржа приостановила торги на срочном рынке ,13:54 22.04.2025,https://ria.ru/20250422/torgi-2012722942.html,Торги на срочном рынке Московской биржи приостановлены,"Экономика,Московская биржа,Москва"
Путин примет участие в ПМЭФ ,13:14 22.04.2025,https://ria.ru/20250422/pmef-2012715295.html,Замглавы МИД: Путин примет участие в ПМЭФ-2025,"Россия,Экономика,Владимир Путин,ПМЭФ"
Louis Vuitton зарегистрировал новый товарный знак в России ,11:16 22.04.2025,https://ria.ru/20250422/rossija-2012683466.html,Роспатент одобрил заявку Louis Vuitton на регистрацию товарного знака в России,"Экономика,Россия,Украина,Федеральная служба по интеллектуальной собственности (Роспатент),Louis Vuitton,Hermes"
Потребление стали в России в первом квартале упало на 13% ,11:11 22.04.2025,https://realty.ria.ru/20250422/rossija-2012682193.html,"""Северсталь"": металлопотребление в России в первом квартале упало на 13%","Экономика,Россия,Александр Шевелев"
Торгпред РФ в Эфиопии сообщил о новых возможностях для российского бизнеса ,11:09 22.04.2025,https://ria.ru/20250422/efiopiya-2012679831.html,Торгпред РФ Тарасюк в Эфиопии рассказал о возможностях для российского бизнеса,"Эфиопия,Россия,Ярослав Тарасюк,Африка,Экономика,Российский экспортный центр (РЭЦ)"
"Хуснуллин призвал регионы продумать, как строить больше жилья ",11:01 22.04.2025,https://realty.ria.ru/20250422/husnullin-2012680143.html,Хуснуллин призвал регионы повысить объем строительства жилья,"Экономика,Жилье,Москва,Россия,Марат Хуснуллин"
"""Росконгресс"" сообщил, что не устанавливает цены в гостиницах на ПМЭФ ",10:56 22.04.2025,https://ria.ru/20250422/roskongress-2012679080.html,"""Росконгресс"" заявил, что не регулирует цены в гостиницах на ПМЭФ в Петербурге","Санкт-Петербург,Фонд ""Росконгресс"",ПМЭФ,Экономика"
"В Раде признались, что Украина покупает российский газ ",10:32 22.04.2025,https://ria.ru/20250422/ukraina-2012674077.html,"Депутат Рады Кучеренко: Украина покупает российский газ через ""Турецкий поток""","Экономика,Украина,Европа,Киев,Верховная Рада Украины,Турецкий поток,В мире"
"""Расхлебывать придется годами"". Китай больно щелкнул США по носу ",08:00 22.04.2025,https://ria.ru/20250422/boeing-2012526010.html,Экономист Борисов: последствия запрета КНР на Boeing проявятся через годы,"США,Китай,Технологии,Экономика,Авиация,Самолеты"
Hyundai зарегистрировал новые товарные знаки в России ,07:20 22.04.2025,https://ria.ru/20250422/hyundai--2012648369.html,Роспатент: Hyundai зарегистрировал новые товарные знаки в России,"Экономика,Россия,Санкт-Петербург,США,Федеральная служба по интеллектуальной собственности (Роспатент),Hyundai Motor,АГР,Дональд Трамп,Kia Rio,Владимир Путин,Hyundai Creta,Авто"
Исследование показало рост спроса на готовые проекты дачных домов в 25 раз ,06:52 22.04.2025,https://ria.ru/20250422/dacha-2012646976.html,Спрос на готовые проекты дачных домов вырос в России в 25 раз,"Экономика,Анастасия Романова,Ozon,Wildberries,Жилье"
"Потребление мяса в России в 2025 году обновит рекорд, заявили в ассоциации ",06:39 22.04.2025,https://ria.ru/20250422/myaso-2012646673.html,Глава ассоциации Юшин: потребление мяса в России в 2025 году обновит рекорд,"Экономика,Россия,Сергей Юшин,Министерство сельского хозяйства РФ (Минсельхоз России)"
"Россияне стали покупать больше золота, сообщили банки ",06:24 22.04.2025,https://ria.ru/20250422/zoloto-2012645883.html,Спрос на покупку золота среди россиян растет,"Экономика,Газпромбанк,Goldman Sachs,UBS"
Источник: укрепление рубля увеличит торговлю России и Турции в нацвалютах ,05:42 22.04.2025,https://ria.ru/20250422/torgovlya-2012643472.html,Укрепление рубля может увеличить торговлю России и Турции в нацвалютах,"Экономика,Россия,Турция,Казань,Владимир Путин,Реджеп Тайип Эрдоган,Алексей Ерхов,БРИКС"
Исследование показало рост спроса на дебетовые карты в России ,05:16 22.04.2025,https://ria.ru/20250422/karty-2012641573.html,Спрос на дебетовые карты в России за I квартал вырос на четверть,"Экономика,Технологии,Россия"
Россия и Китай увеличили поставки пива друг другу ,04:06 22.04.2025,https://ria.ru/20250422/pivo-2012638603.html,"Россия в марте купила пива у Китая на $3,2 миллиона, а продала на $1,7 миллиона","Экономика,Россия,Китай,Мьянма"
"Экономист объяснил, не пора ли менять доллары на золото ",02:18 22.04.2025,https://ria.ru/20250422/zoloto-2012633979.html,Доцент Григорьев посоветовал не спешить избавляться от доллара и скупать золото,"Экономика,США,Владимир Григорьев,Дональд Трамп,РУДН"
Финансист рассказала о подорожании авто из-за новшеств с утильсбором в мае ,02:17 22.04.2025,https://ria.ru/20250422/utilsbor-2012633754.html,Финансист Ермилова: из-за новых правил утильсбора осенью подорожают автомобили,"Экономика,Авто,Белоруссия,РЭУ имени Г. В. Плеханова"
Китай в марте снизил ввоз основных экспортных товаров США ,01:02 22.04.2025,https://ria.ru/20250422/kitay-2012632279.html,Китай в марте снизил ввоз восьми из десяти основных экспортных товаров США,"Экономика,Китай,США,Америка,Дональд Трамп,Введение Трампом пошлин на импорт"
"Новая стратегия ""Почты России"" разрабатывается с учетом рекомендаций СП ",00:33 22.04.2025,https://ria.ru/20250422/pochta-rossii-2012630980.html,"""Почта России"": новую стратегию компании разрабатывают с учетом рекомендаций СП","Экономика,Россия,Почта России,Федеральная налоговая служба (ФНС России)"
"Гражданам недружественных стран могут запретить работать в ""Почте России"" ",00:20 22.04.2025,https://ria.ru/20250422/pochta-rossii-2012630581.html,СП предложила запретить работать в Почте России гражданам недружественных стран ,"Экономика,Россия,США,Почта России,Федеральная налоговая служба (ФНС России)"
Китай резко сократил импорт автомобилей из США ,22:56 21.04.2025,https://ria.ru/20250421/kitaj-2012624127.html,Китай в марте сократил импорт автомобилей из США до минимума с начала 2015 года,"Экономика,Авто,Китай,США,Япония,Дональд Трамп,Введение Трампом пошлин на импорт"
Путин подписал закон об аренде самолетов для международных перевозок ,19:46 21.04.2025,https://ria.ru/20250421/putin-2012602180.html,Путин подписал закон о лизинге самолетов с экипажами для международных перевозок,"Россия,Владимир Путин,Федеральное агентство воздушного транспорта (Росавиация),Экономика"
Патрушев призвал к долгосрочному планированию проектов в Арктике ,19:06 21.04.2025,https://ria.ru/20250421/patrushev-2012595648.html,Патрушев: судостроительные проекты в Арктике надо рассчитывать на 20-30 лет,"Экономика,Космос - РИА Наука,Арктика,Россия,Николай Патрушев"
Путин рассказал о регулярных встречах с представителями бизнеса ,18:44 21.04.2025,https://ria.ru/20250421/putin-2012589728.html,"Путин сообщил, что проводит регулярные встречи с представителями бизнеса","Владимир Путин,Экономика,Россия,Бизнес"
Чемпионка сообщила о банкротстве бизнеса в Швеции из-за ситуации на Украине ,18:40 21.04.2025,https://rsport.ria.ru/20250421/klyuft-2012588641.html,Клюфт свернула бизнес из-за роста цен в Швеции на фоне ситуации на Украине,"Экономика,Украина,Швеция,Европа"
"Первый поезд, проехавший через новые регионы России, прибыл в Крым ",18:13 21.04.2025,https://ria.ru/20250421/krym-2012582811.html,"Первый контейнерный поезд прибыл в Крым через сеть ""Железных дорог Новороссии""","Экономика,Севастополь,Октябрьский,Россия,Крымская железная дорога,Федеральное агентство железнодорожного транспорта (Росжелдор),Свердловская железная дорога"
Саудовскую Аравию заинтересовали российские разработки по генетике ,17:40 21.04.2025,https://ria.ru/20250421/genetika-2012574071.html,Минсельхоз: Эр-Рияд выразил интерес к российским разработкам в области генетики,"Экономика,Цены на нефть,Саудовская Аравия,Россия,Ближний Восток,Оксана Лут,Министерство сельского хозяйства РФ (Минсельхоз России),В мире"
Эксперт предложил альтернативу американским пошлинам на импорт ,17:11 21.04.2025,https://ria.ru/20250421/poshliny-2012563930.html,"Кейнс: создание международного соглашения будет более эффективным, чем пошлины","Экономика,Цены на нефть,США,Китай,Дональд Трамп,Введение Трампом пошлин на импорт"
"В ""Ростехе"" прокомментировали ситуацию с контрафактными инструментами ",16:09 21.04.2025,https://ria.ru/20250421/rostekh-2012542090.html,"""Ростех"": контрафактные инструменты для производства деталей на ""Ил"" изъяли","Экономика,Технологии,Россия,Китай,Ростех,Федеральная служба безопасности РФ (ФСБ России)"
Путин подписал закон о маркировке алкоголя в России ,16:06 21.04.2025,https://ria.ru/20250421/putin-2012541299.html,Путин подписал закон о переносе маркировки импортного алкоголя в Россию,"Экономика,Россия,Калининградская область,Москва,Владимир Путин,Евразийский экономический союз,Росспиртпром"
Эксперт оценил перспективы льготной ипотеки в России после отмены комиссий ,16:01 21.04.2025,https://realty.ria.ru/20250421/ipoteka-2012540568.html,Гордейко: льготная ипотека в России не упадет после отмены комиссий,"Экономика,Ипотека,Россия"
Путин подписал закон о расширении полномочий правительства ,16:00 21.04.2025,https://ria.ru/20250421/putin-2012540363.html,Путин подписал закон о расширении полномочий кабмина при исполнении бюджета,"Экономика,Россия,Владимир Путин"
В России усилили борьбу с незаконным оборотом драгметаллов ,15:41 21.04.2025,https://ria.ru/20250421/putin-2012537587.html,Путин подписал закон о борьбе с незаконным оборотом драгоценных металлов,"Экономика,Россия,Владимир Путин,Федеральная служба по финансовому мониторингу (Росфинмониторинг)"
Россия в марте резко нарастила экспорт меди в Китай ,15:10 21.04.2025,https://ria.ru/20250421/kitaj-2012529751.html,Россия в марте резко нарастила экспорт меди в Китай на фоне спада закупок у США,"Экономика,Китай,США,Россия,Дональд Трамп"
"Мишустин рассказал о работе над развитием коридора ""Север-Юг"" ",14:40 21.04.2025,https://ria.ru/20250421/mishustin-2012523082.html,"Мишустин: Россия и Казахстан системно работают над развитием коридора ""Север-Юг""","Экономика,Россия,Казахстан,Михаил Мишустин,Олжас Бектенов"
"Аналитик рассказал, что может стать альтернативой золоту ",14:04 21.04.2025,https://ria.ru/20250421/zolotok-2012514419.html,Черновол: серебро может стать альтернативой золоту в качестве защитного актива ,"Экономика,Россия,Института Гайдара,Золото"
Прибыль Т-Банка по РСБУ за I квартал составила 15 млрд рублей          ,13:52 21.04.2025,https://ria.ru/20250421/t-bank-2012512094.html,Прибыль Т-Банка за первый квартал 2025 года составила 15 млрд рублей   ,"Россия,Экономика,Т-Банк (АО «Тинькофф Банк»)"
Т1: Будущее ИТ-отрасли за компаниями с услугами полного цикла ,13:48 21.04.2025,https://ria.ru/20250421/t1-2012511191.html,"В пресс-центре МИА ""Россия сегодня"" прошла ежегодная конференция НОТА ДЕНЬ","Технологии,Общество,Россия,IT-индустрия,Экономика"
"ФАС выдала предупреждение производителю воды ""Нарзан Тавриды"" ",13:45 21.04.2025,https://ria.ru/20250421/voda-2012510812.html,"ФАС выдала предупреждение производителю воды ""Нарзан Тавриды"" из-за этикетки","Экономика,Ставропольский край,Федеральная антимонопольная служба (ФАС России)"
Китай резко снизил ввоз газа и нефтепродуктов из США ,13:37 21.04.2025,https://ria.ru/20250421/kitaj-2012509898.html,Китай резко снизил ввоз газа и нефтепродуктов из США на фоне торговой войны,"Экономика,США,Китай,Дональд Трамп,Введение Трампом пошлин на импорт"
"СМИ рассказали, почему Kia зарегистрировала новые товарные знаки в России ",13:34 21.04.2025,https://ria.ru/20250421/registratsiya-2012509366.html,RT: регистрация новых товарных знаков Kia не означает ее возвращение в Россию,"Экономика,Авто,Игорь Моржаретто,Россия,Федеральная служба по интеллектуальной собственности (Роспатент),Kia Rio"
В России создадут цепочки полного цикла разработки месторождений ТПИ ,12:21 21.04.2025,https://ria.ru/20250421/putin-2012485857.html,Путин поручил создать цепочки полного цикла разработки месторождений ТПИ,"Экономика,Россия,Владимир Путин"
Путин поручил сократить сроки разработки химических катализаторов ,12:03 21.04.2025,https://ria.ru/20250421/putin-2012482513.html,Кабмин изучит сокращение сроков разработки и внедрения химических катализаторов,"Наука,Экономика,Россия,Владимир Путин,Михаил Мишустин"
"Турецкие банки могут возобновить открытие счетов в рублях, сообщил источник ",11:30 21.04.2025,https://ria.ru/20250421/rubl-2012476282.html,Банки в Турции могут открыть счета в рублях из-за укрепления российской валюты,"Экономика,Турция,Россия"
Ефимов: Москва выделила землю под строительство пяти производств в ЗАО ,11:22 21.04.2025,https://ria.ru/20250421/moskva-2012212099.html,Ефимов: в двух районах Москвы построят пять предприятий в рамках МаИП,"Экономика,Москва,Владимир Ефимов (Правительство Москвы),Максим Гаман,Градостроительный комплекс Москвы"
Индекс доллара опустился ниже 98 пунктов ,11:11 21.04.2025,https://ria.ru/20250421/dollar-2012472503.html,Индекс доллара опустился ниже 98 пунктов впервые с 31 марта 2022 года,"Экономика,США,Доллар"
"Туристический налог создает нагрузку на гостиничный бизнес, заявил Уманский ",10:54 21.04.2025,https://realty.ria.ru/20250421/nalog-2012469857.html,Глава РСТ Уманский: туристический налог создает нагрузку на гостиничный бизнес,"Экономика,Коммерческая недвижимость,Российский союз туриндустрии (РСТ),Гостиницы"
"""Северсталь"" оценила спад потребления стали в России ",10:46 21.04.2025,https://realty.ria.ru/20250421/stal-2012468067.html,"""Северсталь"": потребление стали в России в 2024 году снизилось на 6%","Экономика,Россия,Северсталь (металлургическая компания),Стройматериалы"
"Иркутские компании подтвердили качество сертификатами ""Сделано в России"" ",10:34 21.04.2025,https://ria.ru/20250421/irkutsk-2012465657.html,None,"Экономика,Поддержка бизнеса"
"РЭЦ за десять лет поддержал внешнеторговые сделки на $160,6 млрд ",10:31 21.04.2025,https://ria.ru/20250421/rets-2012465037.html,None,Экономика
Внебиржевой курс доллара опустился ниже 80 рублей ,10:06 21.04.2025,https://ria.ru/20250421/dollar-2012457030.html,Внебиржевой курс доллара опустился ниже 80 рублей впервые с 19 июня,"Ситуация с курсами валют и ценами на нефть,Экономика,Россия"
Мишустин поручил провести анализ эффективности налоговых льгот ,10:04 21.04.2025,https://ria.ru/20250421/mishustin-2012456658.html,Мишустин поручил провести анализ эффективности налоговых льгот и преференций,"Экономика,Россия,Михаил Мишустин,Министерство финансов РФ (Минфин России),Госдума РФ"
Стоимость золота обновила исторический рекорд ,09:14 21.04.2025,https://ria.ru/20250421/zoloto-2012447480.html,"Стоимость золота обновила исторический рекорд, превысив $3400 за тройскую унцию","Экономика,Россия"
"Инвесторы вернут властям ДНР и ЛНР девять шахт, пишет РБК ",08:55 21.04.2025,https://ria.ru/20250421/investory-2012445634.html,РБК: инвесторы вернут властям ДНР и ЛНР девять шахт для их ликвидации,"Экономика,Луганская Народная Республика,Донецкая Народная Республика,Министерство энергетики РФ (Минэнерго России)"
Судан может отправить на ПМЭФ делегацию министров ,08:46 21.04.2025,https://ria.ru/20250421/sudan-2012445119.html,Судан может отправить министров на ПМЭФ и Российскую энергетическую неделю,"Судан,Москва,Экономика"
FT: пошлины Трампа могут усугубить дефицит лекарств в США ,08:37 21.04.2025,https://ria.ru/20250421/poshliny-2012444398.html,"FT: пошлины могут усилить дефицит лекарств в США, включая препараты от рака","США,Китай,Индия,Дональд Трамп,Введение Трампом пошлин на импорт,Экономика"
В Турции оценили низкие таможенные пошлины США в отношении страны ,07:09 21.04.2025,https://ria.ru/20250421/turtsiya-2012438937.html,Политик Топкурулу: свобода маневра Турции при низких пошлинах США несущественна,"Экономика,Турция,Хакан Фидан,Введение Трампом пошлин на импорт"
"США втрое больше завязаны на импорт из Китая, чем наоборот ",07:05 21.04.2025,https://ria.ru/20250421/import-2012438768.html,США ввезли из Китая 198 позиций с импортом больше трети продукции,"Экономика,США,Китай,Дональд Трамп,Введение Трампом пошлин на импорт"
"Глава Еврокомиссии заявила, что IT-гиганты должны соблюдать правила ЕС ",06:29 21.04.2025,https://ria.ru/20250421/it-2012437986.html,Глава ЕК фон дер Ляйен: IT-гиганты должны соблюдать правила ЕС,"Экономика,Технологии,Россия,Урсула фон дер Ляйен,Еврокомиссия,Apple,TikTok"
Средняя запрошенная сумма кредитов под залог недвижимости снизилась ,05:25 21.04.2025,https://ria.ru/20250421/kredit-2012436454.html,"""Банки.ру"": средняя сумма кредитов под залог недвижимости снизилась на 43%","Экономика,Банки.ру"
